transaction_id,user_id,amount,date_time,location,ip_address,device,transaction_type,frequency_last_24h,fraud
934,2,1458.55,2024-05-30 13:32:48,Berlin,112.136.217.104,phone,in-person,1,0
935,307,2490.0,2025-03-31 04:21:59,Los Angeles,40.87.252.224,phone,in-person,0,0
936,7,1839.55,2025-01-20 17:34:23,Tokyo,9.95.2.16,computer,online,1,0
937,369,126.03,2024-09-05 02:32:24,Craiova,109.143.49.229,phone,in-person,2,0
938,437,2338.26,2025-01-13 08:30:07,Sydney,118.76.189.58,phone,online,2,0
939,177,2657.61,2025-03-13 16:44:46,Berlin,159.138.175.15,computer,online,1,0
940,12,418.69,2024-10-09 18:22:35,Bucharest,100.63.54.206,phone,online,3,0
941,372,2347.26,2025-03-03 18:31:26,New York,108.193.215.91,laptop,in-person,1,0
942,302,1127.05,2025-03-18 20:33:04,Craiova,62.243.123.161,computer,online,0,0
943,104,1197.67,2024-10-14 19:18:06,Constanta,13.47.102.22,laptop,in-person,3,0
944,19,2017.85,2024-11-29 13:33:46,Bucharest,245.143.143.27,laptop,online,0,0
945,480,272.64,2025-05-01 23:49:15,New York,83.23.87.29,laptop,in-person,1,0
946,480,503.19,2025-04-25 17:36:09,Cluj,236.88.112.242,phone,online,2,0
947,441,2885.02,2024-05-30 03:27:02,Slatina,158.177.8.125,laptop,online,4,0
948,233,992.16,2024-11-26 05:55:53,Bucharest,110.136.147.17,laptop,online,0,0
949,345,1303.57,2024-08-18 14:59:01,Berlin,37.57.135.165,laptop,in-person,6,0
950,351,1871.12,2025-03-26 06:48:18,Constanta,211.215.63.116,computer,online,2,0
951,143,1009.12,2024-06-20 09:35:59,Los Angeles,202.249.215.128,phone,online,2,0
952,166,2430.48,2025-02-23 23:57:22,Miami,241.120.172.34,phone,online,2,0
953,293,1920.95,2025-03-05 21:56:19,Sydney,8.158.128.119,computer,online,2,0
954,480,1368.25,2024-08-27 04:45:00,Craiova,168.236.158.225,laptop,online,4,0
955,113,2862.21,2024-06-17 09:52:02,Chicago,212.237.110.6,laptop,online,2,0
956,292,239.06,2025-03-22 23:02:14,London,218.241.236.69,computer,in-person,2,0
957,490,158.18,2024-12-14 10:54:44,Miami,180.97.117.30,laptop,in-person,2,0
958,391,1415.24,2024-09-01 10:04:28,Los Angeles,252.159.213.224,phone,online,0,0
959,385,286.05,2024-05-23 04:45:39,New York,10.36.239.216,phone,in-person,3,0
960,484,1626.94,2024-12-12 20:57:57,Slatina,175.66.150.250,phone,online,1,0
961,395,689.36,2024-10-08 00:55:40,Tokyo,129.117.237.25,computer,online,2,0
962,332,1092.17,2025-01-12 11:00:50,New York,108.119.181.115,laptop,in-person,2,0
963,294,2179.69,2024-08-04 16:14:38,Tokyo,184.129.248.107,laptop,online,1,0
964,22,1241.12,2024-09-19 11:49:57,Berlin,89.118.165.90,computer,online,2,0
965,135,819.6,2024-07-13 04:06:48,Berlin,8.71.150.161,laptop,online,3,0
966,296,2988.23,2024-08-19 05:40:15,Berlin,129.145.88.239,phone,in-person,5,0
967,168,1516.66,2024-06-13 03:45:04,Berlin,178.213.16.74,phone,in-person,1,0
968,121,589.9,2024-11-27 22:43:20,Tokyo,27.158.45.15,phone,in-person,2,0
969,415,494.15,2025-04-26 07:56:34,Bucharest,90.77.106.102,phone,in-person,1,0
970,106,2975.33,2024-10-05 11:42:01,Cluj,202.85.157.135,computer,in-person,2,0
971,117,2035.72,2024-08-18 15:11:22,Bucharest,219.6.166.47,phone,in-person,3,0
972,13,628.45,2024-08-19 06:22:50,Miami,38.122.128.185,computer,in-person,1,0
973,28,492.66,2024-10-05 15:52:38,Craiova,217.122.75.47,computer,in-person,3,0
974,67,937.82,2025-02-04 05:04:35,Cluj,152.184.65.90,computer,in-person,2,0
975,473,2891.15,2025-05-19 17:16:10,Craiova,171.242.31.159,laptop,online,0,0
976,32,2327.34,2024-11-25 04:26:51,Craiova,170.114.239.97,phone,in-person,1,0
977,393,953.75,2024-07-07 20:23:18,London,97.131.77.42,laptop,in-person,0,0
978,410,305.69,2025-04-07 00:47:01,New York,61.139.254.30,laptop,online,2,0
979,286,2424.76,2024-06-05 09:53:18,London,181.111.58.96,computer,online,3,0
980,260,1656.45,2024-10-20 16:25:16,Chicago,254.244.136.22,computer,in-person,3,0
981,229,2177.89,2025-03-29 07:36:19,Paris,104.56.93.113,phone,in-person,0,0
982,206,349.92,2024-05-25 00:38:50,Miami,60.183.208.227,computer,in-person,1,0
983,86,2149.9,2024-12-23 10:25:05,Miami,42.115.184.90,laptop,in-person,3,0
984,24,1546.01,2024-08-20 06:21:43,Los Angeles,175.67.138.128,laptop,online,1,0
985,306,1870.42,2024-11-13 04:45:56,London,66.134.80.214,laptop,in-person,2,0
986,51,1163.82,2025-01-15 15:22:48,London,128.203.210.126,phone,in-person,1,0
987,365,552.23,2024-08-29 15:40:11,Cluj,227.241.89.65,phone,online,5,0
988,412,389.1,2025-01-15 05:07:12,Paris,54.52.253.157,phone,online,0,0
989,386,847.53,2025-01-07 23:36:49,Paris,133.41.164.4,laptop,online,3,0
990,280,2749.51,2024-09-04 01:34:32,Los Angeles,216.105.77.241,computer,in-person,5,0
991,441,651.81,2025-04-15 17:33:51,Sydney,62.227.93.123,computer,online,1,0
992,275,784.92,2024-08-23 15:09:23,Paris,132.91.139.203,computer,in-person,0,0
993,219,616.73,2025-03-29 00:18:24,Tokyo,149.118.246.113,computer,online,4,0
994,498,2582.43,2024-10-26 01:24:09,Miami,132.223.135.83,laptop,in-person,2,0
995,162,1394.94,2025-03-24 13:24:50,Craiova,98.10.181.116,phone,online,0,0
996,140,1918.56,2025-02-16 05:14:09,Cluj,148.123.55.0,computer,in-person,3,1
997,362,651.44,2024-06-23 03:00:16,Miami,37.206.148.207,phone,in-person,2,0
998,69,137.03,2024-11-09 02:27:53,Los Angeles,158.13.169.212,computer,online,1,0
999,17,899.21,2024-06-29 11:46:07,Paris,76.184.90.55,phone,in-person,4,0
1000,271,821.79,2024-10-19 19:04:58,Bucharest,104.60.189.53,phone,online,0,0
